"","District","Name","TEA","NCES","Charter","Student_Population","Subject","Score"
"4734",141901,"LAMPASAS ISD","D","41","N","Female","Reading","47"
"4735",141901,"LAMPASAS ISD","D","41","N","Male","Math","47"
"4736",141901,"LAMPASAS ISD","D","41","N","Male","Reading","38"
"4737",141901,"LAMPASAS ISD","D","41","N","At_Risk","Math","29"
"4738",141901,"LAMPASAS ISD","D","41","N","At_Risk","Reading","24"
"4739",141901,"LAMPASAS ISD","D","41","N","Special","Math","19"
"4740",141901,"LAMPASAS ISD","D","41","N","Special","Reading","22"
"4741",142901,"COTULLA ISD","D","33","N","All","Math","41"
"4742",142901,"COTULLA ISD","D","33","N","All","Reading","35"
"4743",142901,"COTULLA ISD","D","33","N","Econ_Dis","Math","39"
"4744",142901,"COTULLA ISD","D","33","N","Econ_Dis","Reading","33"
"4745",142901,"COTULLA ISD","D","33","N","Female","Math","34"
"4746",142901,"COTULLA ISD","D","33","N","Female","Reading","36"
"4747",142901,"COTULLA ISD","D","33","N","Male","Math","47"
"4748",142901,"COTULLA ISD","D","33","N","Male","Reading","34"
"4749",142901,"COTULLA ISD","D","33","N","At_Risk","Math","30"
"4750",142901,"COTULLA ISD","D","33","N","At_Risk","Reading","23"
"4751",142901,"COTULLA ISD","D","33","N","Special","Math","33"
"4752",142901,"COTULLA ISD","D","33","N","Special","Reading","28"
"4753",143901,"HALLETTSVILLE ISD","G","43","N","All","Math","53"
"4754",143901,"HALLETTSVILLE ISD","G","43","N","All","Reading","47"
"4755",143901,"HALLETTSVILLE ISD","G","43","N","Econ_Dis","Math","46"
"4756",143901,"HALLETTSVILLE ISD","G","43","N","Econ_Dis","Reading","40"
"4757",143901,"HALLETTSVILLE ISD","G","43","N","Female","Math","57"
"4758",143901,"HALLETTSVILLE ISD","G","43","N","Female","Reading","53"
"4759",143901,"HALLETTSVILLE ISD","G","43","N","Male","Math","50"
"4760",143901,"HALLETTSVILLE ISD","G","43","N","Male","Reading","42"
"4761",143901,"HALLETTSVILLE ISD","G","43","N","At_Risk","Math","32"
"4762",143901,"HALLETTSVILLE ISD","G","43","N","At_Risk","Reading","24"
"4763",143901,"HALLETTSVILLE ISD","G","43","N","Special","Math","44"
"4764",143901,"HALLETTSVILLE ISD","G","43","N","Special","Reading","44"
"4765",144901,"GIDDINGS ISD","G","41","N","All","Math","35"
"4766",144901,"GIDDINGS ISD","G","41","N","All","Reading","36"
"4767",144901,"GIDDINGS ISD","G","41","N","Econ_Dis","Math","32"
"4768",144901,"GIDDINGS ISD","G","41","N","Econ_Dis","Reading","27"
"4769",144901,"GIDDINGS ISD","G","41","N","Female","Math","32"
"4770",144901,"GIDDINGS ISD","G","41","N","Female","Reading","34"
"4771",144901,"GIDDINGS ISD","G","41","N","Male","Math","37"
"4772",144901,"GIDDINGS ISD","G","41","N","Male","Reading","37"
"4773",144901,"GIDDINGS ISD","G","41","N","At_Risk","Math","28"
"4774",144901,"GIDDINGS ISD","G","41","N","At_Risk","Reading","22"
"4775",144901,"GIDDINGS ISD","G","41","N","Special","Math","25"
"4776",144901,"GIDDINGS ISD","G","41","N","Special","Reading","25"
"4777",144902,"LEXINGTON ISD","G","43","N","All","Math","51"
"4778",144902,"LEXINGTON ISD","G","43","N","All","Reading","40"
"4779",144902,"LEXINGTON ISD","G","43","N","Econ_Dis","Math","43"
"4780",144902,"LEXINGTON ISD","G","43","N","Econ_Dis","Reading","31"
"4781",144902,"LEXINGTON ISD","G","43","N","Female","Math","53"
"4782",144902,"LEXINGTON ISD","G","43","N","Female","Reading","44"
"4783",144902,"LEXINGTON ISD","G","43","N","Male","Math","50"
"4784",144902,"LEXINGTON ISD","G","43","N","Male","Reading","35"
"4785",144902,"LEXINGTON ISD","G","43","N","At_Risk","Math","22"
"4786",144902,"LEXINGTON ISD","G","43","N","At_Risk","Reading","26"
"4787",144902,"LEXINGTON ISD","G","43","N","Special","Math","29"
"4788",144902,"LEXINGTON ISD","G","43","N","Special","Reading","14"
"4789",145901,"BUFFALO ISD","G","43","N","All","Math","52"
"4790",145901,"BUFFALO ISD","G","43","N","All","Reading","46"
"4791",145901,"BUFFALO ISD","G","43","N","Econ_Dis","Math","49"
"4792",145901,"BUFFALO ISD","G","43","N","Econ_Dis","Reading","37"
"4793",145901,"BUFFALO ISD","G","43","N","Female","Math","53"
"4794",145901,"BUFFALO ISD","G","43","N","Female","Reading","42"
"4795",145901,"BUFFALO ISD","G","43","N","Male","Math","52"
"4796",145901,"BUFFALO ISD","G","43","N","Male","Reading","52"
"4797",145901,"BUFFALO ISD","G","43","N","At_Risk","Math","31"
"4798",145901,"BUFFALO ISD","G","43","N","At_Risk","Reading","14"
"4799",145901,"BUFFALO ISD","G","43","N","Special","Math","11"
"4800",145901,"BUFFALO ISD","G","43","N","Special","Reading","11"
"4801",145902,"CENTERVILLE ISD","H","43","N","All","Math","41"
"4802",145902,"CENTERVILLE ISD","H","43","N","All","Reading","49"
"4803",145902,"CENTERVILLE ISD","H","43","N","Econ_Dis","Math","22"
"4804",145902,"CENTERVILLE ISD","H","43","N","Econ_Dis","Reading","22"
"4805",145902,"CENTERVILLE ISD","H","43","N","Female","Math","34"
"4806",145902,"CENTERVILLE ISD","H","43","N","Female","Reading","52"
"4807",145902,"CENTERVILLE ISD","H","43","N","Male","Math","50"
"4808",145902,"CENTERVILLE ISD","H","43","N","Male","Reading","45"
"4809",145902,"CENTERVILLE ISD","H","43","N","At_Risk","Math","36"
"4810",145902,"CENTERVILLE ISD","H","43","N","At_Risk","Reading","36"
"4811",145902,"CENTERVILLE ISD","H","43","N","Special","Math","71"
"4812",145902,"CENTERVILLE ISD","H","43","N","Special","Reading","57"
"4813",145906,"NORMANGEE ISD","H","43","N","All","Math","44"
"4814",145906,"NORMANGEE ISD","H","43","N","All","Reading","44"
"4815",145906,"NORMANGEE ISD","H","43","N","Econ_Dis","Math","32"
"4816",145906,"NORMANGEE ISD","H","43","N","Econ_Dis","Reading","27"
"4817",145906,"NORMANGEE ISD","H","43","N","Female","Math","39"
"4818",145906,"NORMANGEE ISD","H","43","N","Female","Reading","50"
"4819",145906,"NORMANGEE ISD","H","43","N","Male","Math","48"
"4820",145906,"NORMANGEE ISD","H","43","N","Male","Reading","38"
"4821",145906,"NORMANGEE ISD","H","43","N","At_Risk","Math","0"
"4822",145906,"NORMANGEE ISD","H","43","N","At_Risk","Reading","22"
"4823",145906,"NORMANGEE ISD","H","43","N","Special","Math","40"
"4824",145906,"NORMANGEE ISD","H","43","N","Special","Reading","60"
"4825",146901,"CLEVELAND ISD","D","31","N","All","Math","32"
"4826",146901,"CLEVELAND ISD","D","31","N","All","Reading","30"
"4827",146901,"CLEVELAND ISD","D","31","N","Econ_Dis","Math","32"
"4828",146901,"CLEVELAND ISD","D","31","N","Econ_Dis","Reading","30"
"4829",146901,"CLEVELAND ISD","D","31","N","Female","Math","32"
"4830",146901,"CLEVELAND ISD","D","31","N","Female","Reading","32"
"4831",146901,"CLEVELAND ISD","D","31","N","Male","Math","33"
"4832",146901,"CLEVELAND ISD","D","31","N","Male","Reading","29"
"4833",146901,"CLEVELAND ISD","D","31","N","At_Risk","Math","28"
"4834",146901,"CLEVELAND ISD","D","31","N","At_Risk","Reading","29"
"4835",146901,"CLEVELAND ISD","D","31","N","Special","Math","24"
"4836",146901,"CLEVELAND ISD","D","31","N","Special","Reading","20"
"4837",146902,"DAYTON ISD","E","32","N","All","Math","37"
"4838",146902,"DAYTON ISD","E","32","N","All","Reading","31"
"4839",146902,"DAYTON ISD","E","32","N","Econ_Dis","Math","33"
"4840",146902,"DAYTON ISD","E","32","N","Econ_Dis","Reading","29"
"4841",146902,"DAYTON ISD","E","32","N","Female","Math","36"
"4842",146902,"DAYTON ISD","E","32","N","Female","Reading","34"
"4843",146902,"DAYTON ISD","E","32","N","Male","Math","38"
"4844",146902,"DAYTON ISD","E","32","N","Male","Reading","28"
"4845",146902,"DAYTON ISD","E","32","N","At_Risk","Math","30"
"4846",146902,"DAYTON ISD","E","32","N","At_Risk","Reading","24"
"4847",146902,"DAYTON ISD","E","32","N","Special","Math","21"
"4848",146902,"DAYTON ISD","E","32","N","Special","Reading","7"
"4849",146904,"HARDIN ISD","G","42","N","All","Math","30"
"4850",146904,"HARDIN ISD","G","42","N","All","Reading","24"
"4851",146904,"HARDIN ISD","G","42","N","Econ_Dis","Math","27"
"4852",146904,"HARDIN ISD","G","42","N","Econ_Dis","Reading","22"
"4853",146904,"HARDIN ISD","G","42","N","Female","Math","36"
"4854",146904,"HARDIN ISD","G","42","N","Female","Reading","28"
"4855",146904,"HARDIN ISD","G","42","N","Male","Math","25"
"4856",146904,"HARDIN ISD","G","42","N","Male","Reading","21"
"4857",146904,"HARDIN ISD","G","42","N","At_Risk","Math","13"
"4858",146904,"HARDIN ISD","G","42","N","At_Risk","Reading","10"
"4859",146904,"HARDIN ISD","G","42","N","Special","Math","8"
"4860",146904,"HARDIN ISD","G","42","N","Special","Reading","8"
"4861",146906,"LIBERTY ISD","G","32","N","All","Math","28"
"4862",146906,"LIBERTY ISD","G","32","N","All","Reading","35"
"4863",146906,"LIBERTY ISD","G","32","N","Econ_Dis","Math","25"
"4864",146906,"LIBERTY ISD","G","32","N","Econ_Dis","Reading","33"
"4865",146906,"LIBERTY ISD","G","32","N","Female","Math","29"
"4866",146906,"LIBERTY ISD","G","32","N","Female","Reading","38"
"4867",146906,"LIBERTY ISD","G","32","N","Male","Math","27"
"4868",146906,"LIBERTY ISD","G","32","N","Male","Reading","32"
"4869",146906,"LIBERTY ISD","G","32","N","At_Risk","Math","20"
"4870",146906,"LIBERTY ISD","G","32","N","At_Risk","Reading","22"
"4871",146906,"LIBERTY ISD","G","32","N","Special","Math","13"
"4872",146906,"LIBERTY ISD","G","32","N","Special","Reading","9"
"4873",146907,"TARKINGTON ISD","G","42","N","All","Math","31"
"4874",146907,"TARKINGTON ISD","G","42","N","All","Reading","33"
"4875",146907,"TARKINGTON ISD","G","42","N","Econ_Dis","Math","27"
"4876",146907,"TARKINGTON ISD","G","42","N","Econ_Dis","Reading","23"
"4877",146907,"TARKINGTON ISD","G","42","N","Female","Math","32"
"4878",146907,"TARKINGTON ISD","G","42","N","Female","Reading","38"
"4879",146907,"TARKINGTON ISD","G","42","N","Male","Math","31"
"4880",146907,"TARKINGTON ISD","G","42","N","Male","Reading","28"
"4881",146907,"TARKINGTON ISD","G","42","N","At_Risk","Math","12"
"4882",146907,"TARKINGTON ISD","G","42","N","At_Risk","Reading","7"
"4883",146907,"TARKINGTON ISD","G","42","N","Special","Math","13"
"4884",146907,"TARKINGTON ISD","G","42","N","Special","Reading","13"
"4885",147901,"COOLIDGE ISD","H","42","N","All","Math","82"
"4886",147901,"COOLIDGE ISD","H","42","N","All","Reading","50"
"4887",147901,"COOLIDGE ISD","H","42","N","Econ_Dis","Math","76"
"4888",147901,"COOLIDGE ISD","H","42","N","Econ_Dis","Reading","41"
"4889",147901,"COOLIDGE ISD","H","42","N","Female","Math","100"
"4890",147901,"COOLIDGE ISD","H","42","N","Female","Reading","38"
"4891",147901,"COOLIDGE ISD","H","42","N","Male","Math","71"
"4892",147901,"COOLIDGE ISD","H","42","N","Male","Reading","57"
"4893",147901,"COOLIDGE ISD","H","42","N","At_Risk","Math","100"
"4894",147901,"COOLIDGE ISD","H","42","N","At_Risk","Reading","17"
"4895",147901,"COOLIDGE ISD","H","42","N","Special","Math","40"
"4896",147901,"COOLIDGE ISD","H","42","N","Special","Reading","20"
"4897",147902,"GROESBECK ISD","G","41","N","All","Math","43"
"4898",147902,"GROESBECK ISD","G","41","N","All","Reading","30"
"4899",147902,"GROESBECK ISD","G","41","N","Econ_Dis","Math","39"
"4900",147902,"GROESBECK ISD","G","41","N","Econ_Dis","Reading","24"
"4901",147902,"GROESBECK ISD","G","41","N","Female","Math","33"
"4902",147902,"GROESBECK ISD","G","41","N","Female","Reading","31"
"4903",147902,"GROESBECK ISD","G","41","N","Male","Math","52"
"4904",147902,"GROESBECK ISD","G","41","N","Male","Reading","28"
"4905",147902,"GROESBECK ISD","G","41","N","At_Risk","Math","17"
"4906",147902,"GROESBECK ISD","G","41","N","At_Risk","Reading","13"
"4907",147902,"GROESBECK ISD","G","41","N","Special","Math","33"
"4908",147902,"GROESBECK ISD","G","41","N","Special","Reading","13"
"4909",147903,"MEXIA ISD","G","33","N","All","Math","28"
"4910",147903,"MEXIA ISD","G","33","N","All","Reading","27"
"4911",147903,"MEXIA ISD","G","33","N","Econ_Dis","Math","26"
"4912",147903,"MEXIA ISD","G","33","N","Econ_Dis","Reading","21"
"4913",147903,"MEXIA ISD","G","33","N","Female","Math","27"
"4914",147903,"MEXIA ISD","G","33","N","Female","Reading","29"
"4915",147903,"MEXIA ISD","G","33","N","Male","Math","28"
"4916",147903,"MEXIA ISD","G","33","N","Male","Reading","26"
"4917",147903,"MEXIA ISD","G","33","N","At_Risk","Math","22"
"4918",147903,"MEXIA ISD","G","33","N","At_Risk","Reading","19"
"4919",147903,"MEXIA ISD","G","33","N","Special","Math","29"
"4920",147903,"MEXIA ISD","G","33","N","Special","Reading","24"
"4921",149902,"THREE RIVERS ISD","H","43","N","All","Math","71"
"4922",149902,"THREE RIVERS ISD","H","43","N","All","Reading","41"
"4923",149902,"THREE RIVERS ISD","H","43","N","Econ_Dis","Math","50"
"4924",149902,"THREE RIVERS ISD","H","43","N","Econ_Dis","Reading","32"
"4925",149902,"THREE RIVERS ISD","H","43","N","Female","Math","65"
"4926",149902,"THREE RIVERS ISD","H","43","N","Female","Reading","41"
"4927",149902,"THREE RIVERS ISD","H","43","N","Male","Math","75"
"4928",149902,"THREE RIVERS ISD","H","43","N","Male","Reading","42"
"4929",149902,"THREE RIVERS ISD","H","43","N","At_Risk","Math","55"
"4930",149902,"THREE RIVERS ISD","H","43","N","At_Risk","Reading","20"
"4931",149902,"THREE RIVERS ISD","H","43","N","Special","Math","40"
"4932",149902,"THREE RIVERS ISD","H","43","N","Special","Reading","20"
"4933",150901,"LLANO ISD","G","41","N","All","Math","42"
"4934",150901,"LLANO ISD","G","41","N","All","Reading","26"
"4935",150901,"LLANO ISD","G","41","N","Econ_Dis","Math","38"
"4936",150901,"LLANO ISD","G","41","N","Econ_Dis","Reading","23"
"4937",150901,"LLANO ISD","G","41","N","Female","Math","38"
"4938",150901,"LLANO ISD","G","41","N","Female","Reading","20"
"4939",150901,"LLANO ISD","G","41","N","Male","Math","47"
"4940",150901,"LLANO ISD","G","41","N","Male","Reading","32"
"4941",150901,"LLANO ISD","G","41","N","At_Risk","Math","19"
"4942",150901,"LLANO ISD","G","41","N","At_Risk","Reading","14"
"4943",150901,"LLANO ISD","G","41","N","Special","Math","40"
"4944",150901,"LLANO ISD","G","41","N","Special","Reading","27"
"4945",152901,"LUBBOCK ISD","C","11","N","All","Math","46"
"4946",152901,"LUBBOCK ISD","C","11","N","All","Reading","38"
"4947",152901,"LUBBOCK ISD","C","11","N","Econ_Dis","Math","39"
"4948",152901,"LUBBOCK ISD","C","11","N","Econ_Dis","Reading","28"
"4949",152901,"LUBBOCK ISD","C","11","N","Female","Math","43"
"4950",152901,"LUBBOCK ISD","C","11","N","Female","Reading","39"
"4951",152901,"LUBBOCK ISD","C","11","N","Male","Math","50"
"4952",152901,"LUBBOCK ISD","C","11","N","Male","Reading","36"
"4953",152901,"LUBBOCK ISD","C","11","N","At_Risk","Math","23"
"4954",152901,"LUBBOCK ISD","C","11","N","At_Risk","Reading","14"
"4955",152901,"LUBBOCK ISD","C","11","N","Special","Math","24"
"4956",152901,"LUBBOCK ISD","C","11","N","Special","Reading","22"
"4957",152903,"SLATON ISD","G","31","N","All","Math","36"
"4958",152903,"SLATON ISD","G","31","N","All","Reading","36"
"4959",152903,"SLATON ISD","G","31","N","Econ_Dis","Math","27"
"4960",152903,"SLATON ISD","G","31","N","Econ_Dis","Reading","24"
"4961",152903,"SLATON ISD","G","31","N","Female","Math","32"
"4962",152903,"SLATON ISD","G","31","N","Female","Reading","32"
"4963",152903,"SLATON ISD","G","31","N","Male","Math","40"
"4964",152903,"SLATON ISD","G","31","N","Male","Reading","40"
"4965",152903,"SLATON ISD","G","31","N","At_Risk","Math","0"
"4966",152903,"SLATON ISD","G","31","N","At_Risk","Reading","7"
"4967",152903,"SLATON ISD","G","31","N","Special","Math","18"
"4968",152903,"SLATON ISD","G","31","N","Special","Reading","24"
"4969",152906,"LUBBOCK-COOPER ISD","D","41","N","All","Math","57"
"4970",152906,"LUBBOCK-COOPER ISD","D","41","N","All","Reading","52"
"4971",152906,"LUBBOCK-COOPER ISD","D","41","N","Econ_Dis","Math","40"
"4972",152906,"LUBBOCK-COOPER ISD","D","41","N","Econ_Dis","Reading","31"
"4973",152906,"LUBBOCK-COOPER ISD","D","41","N","Female","Math","55"
"4974",152906,"LUBBOCK-COOPER ISD","D","41","N","Female","Reading","53"
"4975",152906,"LUBBOCK-COOPER ISD","D","41","N","Male","Math","60"
"4976",152906,"LUBBOCK-COOPER ISD","D","41","N","Male","Reading","51"
"4977",152906,"LUBBOCK-COOPER ISD","D","41","N","At_Risk","Math","31"
"4978",152906,"LUBBOCK-COOPER ISD","D","41","N","At_Risk","Reading","16"
"4979",152906,"LUBBOCK-COOPER ISD","D","41","N","Special","Math","28"
"4980",152906,"LUBBOCK-COOPER ISD","D","41","N","Special","Reading","26"
"4981",152907,"FRENSHIP ISD","D","22","N","All","Math","52"
"4982",152907,"FRENSHIP ISD","D","22","N","All","Reading","51"
"4983",152907,"FRENSHIP ISD","D","22","N","Econ_Dis","Math","38"
"4984",152907,"FRENSHIP ISD","D","22","N","Econ_Dis","Reading","38"
"4985",152907,"FRENSHIP ISD","D","22","N","Female","Math","49"
"4986",152907,"FRENSHIP ISD","D","22","N","Female","Reading","52"
"4987",152907,"FRENSHIP ISD","D","22","N","Male","Math","56"
"4988",152907,"FRENSHIP ISD","D","22","N","Male","Reading","51"
"4989",152907,"FRENSHIP ISD","D","22","N","At_Risk","Math","22"
"4990",152907,"FRENSHIP ISD","D","22","N","At_Risk","Reading","16"
"4991",152907,"FRENSHIP ISD","D","22","N","Special","Math","35"
"4992",152907,"FRENSHIP ISD","D","22","N","Special","Reading","36"
"4993",152908,"ROOSEVELT ISD","D","42","N","All","Math","25"
"4994",152908,"ROOSEVELT ISD","D","42","N","All","Reading","19"
"4995",152908,"ROOSEVELT ISD","D","42","N","Econ_Dis","Math","22"
"4996",152908,"ROOSEVELT ISD","D","42","N","Econ_Dis","Reading","18"
"4997",152908,"ROOSEVELT ISD","D","42","N","Female","Math","30"
"4998",152908,"ROOSEVELT ISD","D","42","N","Female","Reading","27"
"4999",152908,"ROOSEVELT ISD","D","42","N","Male","Math","20"
"5000",152908,"ROOSEVELT ISD","D","42","N","Male","Reading","11"
"5001",152908,"ROOSEVELT ISD","D","42","N","At_Risk","Math","9"
"5002",152908,"ROOSEVELT ISD","D","42","N","At_Risk","Reading","13"
"5003",152908,"ROOSEVELT ISD","D","42","N","Special","Math","0"
"5004",152908,"ROOSEVELT ISD","D","42","N","Special","Reading","0"
"5005",152910,"IDALOU ISD","D","42","N","All","Math","70"
"5006",152910,"IDALOU ISD","D","42","N","All","Reading","61"
"5007",152910,"IDALOU ISD","D","42","N","Econ_Dis","Math","60"
"5008",152910,"IDALOU ISD","D","42","N","Econ_Dis","Reading","43"
"5009",152910,"IDALOU ISD","D","42","N","Female","Math","65"
"5010",152910,"IDALOU ISD","D","42","N","Female","Reading","58"
"5011",152910,"IDALOU ISD","D","42","N","Male","Math","73"
"5012",152910,"IDALOU ISD","D","42","N","Male","Reading","63"
"5013",152910,"IDALOU ISD","D","42","N","At_Risk","Math","40"
"5014",152910,"IDALOU ISD","D","42","N","At_Risk","Reading","40"
"5015",152910,"IDALOU ISD","D","42","N","Special","Math","50"
"5016",152910,"IDALOU ISD","D","42","N","Special","Reading","50"
"5017",154901,"MADISONVILLE CISD","G","32","N","All","Math","33"
"5018",154901,"MADISONVILLE CISD","G","32","N","All","Reading","38"
"5019",154901,"MADISONVILLE CISD","G","32","N","Econ_Dis","Math","27"
"5020",154901,"MADISONVILLE CISD","G","32","N","Econ_Dis","Reading","30"
"5021",154901,"MADISONVILLE CISD","G","32","N","Female","Math","35"
"5022",154901,"MADISONVILLE CISD","G","32","N","Female","Reading","49"
"5023",154901,"MADISONVILLE CISD","G","32","N","Male","Math","30"
"5024",154901,"MADISONVILLE CISD","G","32","N","Male","Reading","29"
"5025",154901,"MADISONVILLE CISD","G","32","N","At_Risk","Math","21"
"5026",154901,"MADISONVILLE CISD","G","32","N","At_Risk","Reading","26"
"5027",154901,"MADISONVILLE CISD","G","32","N","Special","Math","0"
"5028",154901,"MADISONVILLE CISD","G","32","N","Special","Reading","20"
"5029",155901,"JEFFERSON ISD","G","42","N","All","Math","23"
"5030",155901,"JEFFERSON ISD","G","42","N","All","Reading","25"
"5031",155901,"JEFFERSON ISD","G","42","N","Econ_Dis","Math","19"
"5032",155901,"JEFFERSON ISD","G","42","N","Econ_Dis","Reading","19"
"5033",155901,"JEFFERSON ISD","G","42","N","Female","Math","26"
"5034",155901,"JEFFERSON ISD","G","42","N","Female","Reading","28"
"5035",155901,"JEFFERSON ISD","G","42","N","Male","Math","20"
"5036",155901,"JEFFERSON ISD","G","42","N","Male","Reading","23"
"5037",155901,"JEFFERSON ISD","G","42","N","At_Risk","Math","11"
"5038",155901,"JEFFERSON ISD","G","42","N","At_Risk","Reading","11"
"5039",155901,"JEFFERSON ISD","G","42","N","Special","Math","17"
"5040",155901,"JEFFERSON ISD","G","42","N","Special","Reading","24"
"5041",156902,"STANTON ISD","D","42","N","All","Math","41"
"5042",156902,"STANTON ISD","D","42","N","All","Reading","41"
"5043",156902,"STANTON ISD","D","42","N","Econ_Dis","Math","37"
"5044",156902,"STANTON ISD","D","42","N","Econ_Dis","Reading","40"
"5045",156902,"STANTON ISD","D","42","N","Female","Math","32"
"5046",156902,"STANTON ISD","D","42","N","Female","Reading","42"
"5047",156902,"STANTON ISD","D","42","N","Male","Math","48"
"5048",156902,"STANTON ISD","D","42","N","Male","Reading","40"
"5049",156902,"STANTON ISD","D","42","N","At_Risk","Math","16"
"5050",156902,"STANTON ISD","D","42","N","At_Risk","Reading","16"
"5051",156902,"STANTON ISD","D","42","N","Special","Math","20"
"5052",156902,"STANTON ISD","D","42","N","Special","Reading","20"
"5053",157901,"MASON ISD","H","43","N","All","Math","37"
"5054",157901,"MASON ISD","H","43","N","All","Reading","51"
"5055",157901,"MASON ISD","H","43","N","Econ_Dis","Math","22"
"5056",157901,"MASON ISD","H","43","N","Econ_Dis","Reading","35"
"5057",157901,"MASON ISD","H","43","N","Female","Math","37"
"5058",157901,"MASON ISD","H","43","N","Female","Reading","58"
"5059",157901,"MASON ISD","H","43","N","Male","Math","38"
"5060",157901,"MASON ISD","H","43","N","Male","Reading","44"
"5061",157901,"MASON ISD","H","43","N","At_Risk","Math","26"
"5062",157901,"MASON ISD","H","43","N","At_Risk","Reading","35"
"5063",157901,"MASON ISD","H","43","N","Special","Math","25"
"5064",157901,"MASON ISD","H","43","N","Special","Reading","13"
"5065",158901,"BAY CITY ISD","E","32","N","All","Math","29"
"5066",158901,"BAY CITY ISD","E","32","N","All","Reading","31"
"5067",158901,"BAY CITY ISD","E","32","N","Econ_Dis","Math","24"
"5068",158901,"BAY CITY ISD","E","32","N","Econ_Dis","Reading","23"
"5069",158901,"BAY CITY ISD","E","32","N","Female","Math","31"
"5070",158901,"BAY CITY ISD","E","32","N","Female","Reading","34"
"5071",158901,"BAY CITY ISD","E","32","N","Male","Math","26"
"5072",158901,"BAY CITY ISD","E","32","N","Male","Reading","28"
"5073",158901,"BAY CITY ISD","E","32","N","At_Risk","Math","18"
"5074",158901,"BAY CITY ISD","E","32","N","At_Risk","Reading","15"
"5075",158901,"BAY CITY ISD","E","32","N","Special","Math","26"
"5076",158901,"BAY CITY ISD","E","32","N","Special","Reading","33"
"5077",158902,"TIDEHAVEN ISD","G","42","N","All","Math","44"
"5078",158902,"TIDEHAVEN ISD","G","42","N","All","Reading","42"
"5079",158902,"TIDEHAVEN ISD","G","42","N","Econ_Dis","Math","39"
"5080",158902,"TIDEHAVEN ISD","G","42","N","Econ_Dis","Reading","33"
"5081",158902,"TIDEHAVEN ISD","G","42","N","Female","Math","49"
"5082",158902,"TIDEHAVEN ISD","G","42","N","Female","Reading","49"
"5083",158902,"TIDEHAVEN ISD","G","42","N","Male","Math","40"
"5084",158902,"TIDEHAVEN ISD","G","42","N","Male","Reading","36"
"5085",158902,"TIDEHAVEN ISD","G","42","N","At_Risk","Math","21"
"5086",158902,"TIDEHAVEN ISD","G","42","N","At_Risk","Reading","13"
"5087",158902,"TIDEHAVEN ISD","G","42","N","Special","Math","22"
"5088",158902,"TIDEHAVEN ISD","G","42","N","Special","Reading","11"
"5089",158905,"PALACIOS ISD","G","33","N","All","Math","42"
"5090",158905,"PALACIOS ISD","G","33","N","All","Reading","40"
"5091",158905,"PALACIOS ISD","G","33","N","Econ_Dis","Math","34"
"5092",158905,"PALACIOS ISD","G","33","N","Econ_Dis","Reading","37"
"5093",158905,"PALACIOS ISD","G","33","N","Female","Math","36"
"5094",158905,"PALACIOS ISD","G","33","N","Female","Reading","44"
"5095",158905,"PALACIOS ISD","G","33","N","Male","Math","49"
"5096",158905,"PALACIOS ISD","G","33","N","Male","Reading","34"
"5097",158905,"PALACIOS ISD","G","33","N","At_Risk","Math","21"
"5098",158905,"PALACIOS ISD","G","33","N","At_Risk","Reading","18"
"5099",158905,"PALACIOS ISD","G","33","N","Special","Math","25"
"5100",158905,"PALACIOS ISD","G","33","N","Special","Reading","13"
"5101",158906,"VAN VLECK ISD","G","41","N","All","Math","67"
"5102",158906,"VAN VLECK ISD","G","41","N","All","Reading","46"
"5103",158906,"VAN VLECK ISD","G","41","N","Econ_Dis","Math","63"
"5104",158906,"VAN VLECK ISD","G","41","N","Econ_Dis","Reading","39"
"5105",158906,"VAN VLECK ISD","G","41","N","Female","Math","69"
"5106",158906,"VAN VLECK ISD","G","41","N","Female","Reading","52"
"5107",158906,"VAN VLECK ISD","G","41","N","Male","Math","64"
"5108",158906,"VAN VLECK ISD","G","41","N","Male","Reading","39"
"5109",158906,"VAN VLECK ISD","G","41","N","At_Risk","Math","63"
"5110",158906,"VAN VLECK ISD","G","41","N","At_Risk","Reading","21"
"5111",158906,"VAN VLECK ISD","G","41","N","Special","Math","40"
"5112",158906,"VAN VLECK ISD","G","41","N","Special","Reading","0"
"5113",159901,"EAGLE PASS ISD","D","33","N","All","Math","47"
"5114",159901,"EAGLE PASS ISD","D","33","N","All","Reading","42"
"5115",159901,"EAGLE PASS ISD","D","33","N","Econ_Dis","Math","45"
"5116",159901,"EAGLE PASS ISD","D","33","N","Econ_Dis","Reading","38"
"5117",159901,"EAGLE PASS ISD","D","33","N","Female","Math","45"
"5118",159901,"EAGLE PASS ISD","D","33","N","Female","Reading","44"
"5119",159901,"EAGLE PASS ISD","D","33","N","Male","Math","50"
"5120",159901,"EAGLE PASS ISD","D","33","N","Male","Reading","40"
"5121",159901,"EAGLE PASS ISD","D","33","N","At_Risk","Math","35"
"5122",159901,"EAGLE PASS ISD","D","33","N","At_Risk","Reading","29"
"5123",159901,"EAGLE PASS ISD","D","33","N","Special","Math","30"
"5124",159901,"EAGLE PASS ISD","D","33","N","Special","Reading","33"
"5125",160901,"BRADY ISD","G","41","N","All","Math","31"
"5126",160901,"BRADY ISD","G","41","N","All","Reading","31"
"5127",160901,"BRADY ISD","G","41","N","Econ_Dis","Math","26"
"5128",160901,"BRADY ISD","G","41","N","Econ_Dis","Reading","28"
"5129",160901,"BRADY ISD","G","41","N","Female","Math","20"
