"","District","Name","TEA","NCES","Charter","Student_Population","Subject","Score"
"2365",71903,"FABENS ISD","G","31","N","All","Math","54"
"2366",71903,"FABENS ISD","G","31","N","All","Reading","46"
"2367",71903,"FABENS ISD","G","31","N","Econ_Dis","Math","54"
"2368",71903,"FABENS ISD","G","31","N","Econ_Dis","Reading","44"
"2369",71903,"FABENS ISD","G","31","N","Female","Math","56"
"2370",71903,"FABENS ISD","G","31","N","Female","Reading","51"
"2371",71903,"FABENS ISD","G","31","N","Male","Math","52"
"2372",71903,"FABENS ISD","G","31","N","Male","Reading","42"
"2373",71903,"FABENS ISD","G","31","N","At_Risk","Math","50"
"2374",71903,"FABENS ISD","G","31","N","At_Risk","Reading","40"
"2375",71903,"FABENS ISD","G","31","N","Special","Math","21"
"2376",71903,"FABENS ISD","G","31","N","Special","Reading","8"
"2377",71904,"SAN ELIZARIO ISD","B","21","N","All","Math","50"
"2378",71904,"SAN ELIZARIO ISD","B","21","N","All","Reading","42"
"2379",71904,"SAN ELIZARIO ISD","B","21","N","Econ_Dis","Math","49"
"2380",71904,"SAN ELIZARIO ISD","B","21","N","Econ_Dis","Reading","41"
"2381",71904,"SAN ELIZARIO ISD","B","21","N","Female","Math","49"
"2382",71904,"SAN ELIZARIO ISD","B","21","N","Female","Reading","40"
"2383",71904,"SAN ELIZARIO ISD","B","21","N","Male","Math","52"
"2384",71904,"SAN ELIZARIO ISD","B","21","N","Male","Reading","43"
"2385",71904,"SAN ELIZARIO ISD","B","21","N","At_Risk","Math","45"
"2386",71904,"SAN ELIZARIO ISD","B","21","N","At_Risk","Reading","37"
"2387",71904,"SAN ELIZARIO ISD","B","21","N","Special","Math","29"
"2388",71904,"SAN ELIZARIO ISD","B","21","N","Special","Reading","38"
"2389",71905,"YSLETA ISD","A","11","N","All","Math","57"
"2390",71905,"YSLETA ISD","A","11","N","All","Reading","48"
"2391",71905,"YSLETA ISD","A","11","N","Econ_Dis","Math","53"
"2392",71905,"YSLETA ISD","A","11","N","Econ_Dis","Reading","44"
"2393",71905,"YSLETA ISD","A","11","N","Female","Math","56"
"2394",71905,"YSLETA ISD","A","11","N","Female","Reading","51"
"2395",71905,"YSLETA ISD","A","11","N","Male","Math","58"
"2396",71905,"YSLETA ISD","A","11","N","Male","Reading","45"
"2397",71905,"YSLETA ISD","A","11","N","At_Risk","Math","44"
"2398",71905,"YSLETA ISD","A","11","N","At_Risk","Reading","38"
"2399",71905,"YSLETA ISD","A","11","N","Special","Math","36"
"2400",71905,"YSLETA ISD","A","11","N","Special","Reading","30"
"2401",71906,"ANTHONY ISD","H","21","N","All","Math","35"
"2402",71906,"ANTHONY ISD","H","21","N","All","Reading","35"
"2403",71906,"ANTHONY ISD","H","21","N","Econ_Dis","Math","35"
"2404",71906,"ANTHONY ISD","H","21","N","Econ_Dis","Reading","35"
"2405",71906,"ANTHONY ISD","H","21","N","Female","Math","38"
"2406",71906,"ANTHONY ISD","H","21","N","Female","Reading","33"
"2407",71906,"ANTHONY ISD","H","21","N","Male","Math","32"
"2408",71906,"ANTHONY ISD","H","21","N","Male","Reading","36"
"2409",71906,"ANTHONY ISD","H","21","N","At_Risk","Math","18"
"2410",71906,"ANTHONY ISD","H","21","N","At_Risk","Reading","14"
"2411",71906,"ANTHONY ISD","H","21","N","Special","Math","0"
"2412",71906,"ANTHONY ISD","H","21","N","Special","Reading","0"
"2413",71907,"CANUTILLO ISD","B","11","N","All","Math","54"
"2414",71907,"CANUTILLO ISD","B","11","N","All","Reading","53"
"2415",71907,"CANUTILLO ISD","B","11","N","Econ_Dis","Math","48"
"2416",71907,"CANUTILLO ISD","B","11","N","Econ_Dis","Reading","45"
"2417",71907,"CANUTILLO ISD","B","11","N","Female","Math","60"
"2418",71907,"CANUTILLO ISD","B","11","N","Female","Reading","59"
"2419",71907,"CANUTILLO ISD","B","11","N","Male","Math","50"
"2420",71907,"CANUTILLO ISD","B","11","N","Male","Reading","49"
"2421",71907,"CANUTILLO ISD","B","11","N","At_Risk","Math","41"
"2422",71907,"CANUTILLO ISD","B","11","N","At_Risk","Reading","41"
"2423",71907,"CANUTILLO ISD","B","11","N","Special","Math","26"
"2424",71907,"CANUTILLO ISD","B","11","N","Special","Reading","28"
"2425",71909,"SOCORRO ISD","A","11","N","All","Math","55"
"2426",71909,"SOCORRO ISD","A","11","N","All","Reading","49"
"2427",71909,"SOCORRO ISD","A","11","N","Econ_Dis","Math","52"
"2428",71909,"SOCORRO ISD","A","11","N","Econ_Dis","Reading","45"
"2429",71909,"SOCORRO ISD","A","11","N","Female","Math","54"
"2430",71909,"SOCORRO ISD","A","11","N","Female","Reading","53"
"2431",71909,"SOCORRO ISD","A","11","N","Male","Math","57"
"2432",71909,"SOCORRO ISD","A","11","N","Male","Reading","45"
"2433",71909,"SOCORRO ISD","A","11","N","At_Risk","Math","42"
"2434",71909,"SOCORRO ISD","A","11","N","At_Risk","Reading","33"
"2435",71909,"SOCORRO ISD","A","11","N","Special","Math","35"
"2436",71909,"SOCORRO ISD","A","11","N","Special","Reading","32"
"2437",72902,"DUBLIN ISD","G","41","N","All","Math","89"
"2438",72902,"DUBLIN ISD","G","41","N","All","Reading","88"
"2439",72902,"DUBLIN ISD","G","41","N","Econ_Dis","Math","89"
"2440",72902,"DUBLIN ISD","G","41","N","Econ_Dis","Reading","89"
"2441",72902,"DUBLIN ISD","G","41","N","Female","Math","80"
"2442",72902,"DUBLIN ISD","G","41","N","Female","Reading","87"
"2443",72902,"DUBLIN ISD","G","41","N","Male","Math","95"
"2444",72902,"DUBLIN ISD","G","41","N","Male","Reading","89"
"2445",72902,"DUBLIN ISD","G","41","N","At_Risk","Math","91"
"2446",72902,"DUBLIN ISD","G","41","N","At_Risk","Reading","89"
"2447",72902,"DUBLIN ISD","G","41","N","Special","Math","86"
"2448",72902,"DUBLIN ISD","G","41","N","Special","Reading","71"
"2449",72903,"STEPHENVILLE ISD","E","33","N","All","Math","61"
"2450",72903,"STEPHENVILLE ISD","E","33","N","All","Reading","52"
"2451",72903,"STEPHENVILLE ISD","E","33","N","Econ_Dis","Math","45"
"2452",72903,"STEPHENVILLE ISD","E","33","N","Econ_Dis","Reading","36"
"2453",72903,"STEPHENVILLE ISD","E","33","N","Female","Math","58"
"2454",72903,"STEPHENVILLE ISD","E","33","N","Female","Reading","50"
"2455",72903,"STEPHENVILLE ISD","E","33","N","Male","Math","63"
"2456",72903,"STEPHENVILLE ISD","E","33","N","Male","Reading","54"
"2457",72903,"STEPHENVILLE ISD","E","33","N","At_Risk","Math","33"
"2458",72903,"STEPHENVILLE ISD","E","33","N","At_Risk","Reading","25"
"2459",72903,"STEPHENVILLE ISD","E","33","N","Special","Math","51"
"2460",72903,"STEPHENVILLE ISD","E","33","N","Special","Reading","46"
"2461",73903,"MARLIN ISD","G","32","N","All","Math","21"
"2462",73903,"MARLIN ISD","G","32","N","All","Reading","13"
"2463",73903,"MARLIN ISD","G","32","N","Econ_Dis","Math","21"
"2464",73903,"MARLIN ISD","G","32","N","Econ_Dis","Reading","13"
"2465",73903,"MARLIN ISD","G","32","N","Female","Math","18"
"2466",73903,"MARLIN ISD","G","32","N","Female","Reading","11"
"2467",73903,"MARLIN ISD","G","32","N","Male","Math","24"
"2468",73903,"MARLIN ISD","G","32","N","Male","Reading","15"
"2469",73903,"MARLIN ISD","G","32","N","At_Risk","Math","13"
"2470",73903,"MARLIN ISD","G","32","N","At_Risk","Reading","0"
"2471",73903,"MARLIN ISD","G","32","N","Special","Math","0"
"2472",73903,"MARLIN ISD","G","32","N","Special","Reading","0"
"2473",73905,"ROSEBUD-LOTT ISD","H","42","N","All","Math","26"
"2474",73905,"ROSEBUD-LOTT ISD","H","42","N","All","Reading","38"
"2475",73905,"ROSEBUD-LOTT ISD","H","42","N","Econ_Dis","Math","27"
"2476",73905,"ROSEBUD-LOTT ISD","H","42","N","Econ_Dis","Reading","37"
"2477",73905,"ROSEBUD-LOTT ISD","H","42","N","Female","Math","22"
"2478",73905,"ROSEBUD-LOTT ISD","H","42","N","Female","Reading","43"
"2479",73905,"ROSEBUD-LOTT ISD","H","42","N","Male","Math","32"
"2480",73905,"ROSEBUD-LOTT ISD","H","42","N","Male","Reading","32"
"2481",73905,"ROSEBUD-LOTT ISD","H","42","N","At_Risk","Math","5"
"2482",73905,"ROSEBUD-LOTT ISD","H","42","N","At_Risk","Reading","19"
"2483",73905,"ROSEBUD-LOTT ISD","H","42","N","Special","Math","0"
"2484",73905,"ROSEBUD-LOTT ISD","H","42","N","Special","Reading","29"
"2485",74903,"BONHAM ISD","E","32","N","All","Math","41"
"2486",74903,"BONHAM ISD","E","32","N","All","Reading","39"
"2487",74903,"BONHAM ISD","E","32","N","Econ_Dis","Math","33"
"2488",74903,"BONHAM ISD","E","32","N","Econ_Dis","Reading","32"
"2489",74903,"BONHAM ISD","E","32","N","Female","Math","38"
"2490",74903,"BONHAM ISD","E","32","N","Female","Reading","36"
"2491",74903,"BONHAM ISD","E","32","N","Male","Math","44"
"2492",74903,"BONHAM ISD","E","32","N","Male","Reading","42"
"2493",74903,"BONHAM ISD","E","32","N","At_Risk","Math","7"
"2494",74903,"BONHAM ISD","E","32","N","At_Risk","Reading","17"
"2495",74903,"BONHAM ISD","E","32","N","Special","Math","27"
"2496",74903,"BONHAM ISD","E","32","N","Special","Reading","20"
"2497",74909,"LEONARD ISD","H","42","N","All","Math","42"
"2498",74909,"LEONARD ISD","H","42","N","All","Reading","43"
"2499",74909,"LEONARD ISD","H","42","N","Econ_Dis","Math","30"
"2500",74909,"LEONARD ISD","H","42","N","Econ_Dis","Reading","27"
"2501",74909,"LEONARD ISD","H","42","N","Female","Math","43"
"2502",74909,"LEONARD ISD","H","42","N","Female","Reading","43"
"2503",74909,"LEONARD ISD","H","42","N","Male","Math","40"
"2504",74909,"LEONARD ISD","H","42","N","Male","Reading","44"
"2505",74909,"LEONARD ISD","H","42","N","At_Risk","Math","9"
"2506",74909,"LEONARD ISD","H","42","N","At_Risk","Reading","9"
"2507",74909,"LEONARD ISD","H","42","N","Special","Math","17"
"2508",74909,"LEONARD ISD","H","42","N","Special","Reading","33"
"2509",75902,"LA GRANGE ISD","E","33","N","All","Math","45"
"2510",75902,"LA GRANGE ISD","E","33","N","All","Reading","41"
"2511",75902,"LA GRANGE ISD","E","33","N","Econ_Dis","Math","20"
"2512",75902,"LA GRANGE ISD","E","33","N","Econ_Dis","Reading","14"
"2513",75902,"LA GRANGE ISD","E","33","N","Female","Math","42"
"2514",75902,"LA GRANGE ISD","E","33","N","Female","Reading","47"
"2515",75902,"LA GRANGE ISD","E","33","N","Male","Math","48"
"2516",75902,"LA GRANGE ISD","E","33","N","Male","Reading","36"
"2517",75902,"LA GRANGE ISD","E","33","N","At_Risk","Math","14"
"2518",75902,"LA GRANGE ISD","E","33","N","At_Risk","Reading","9"
"2519",75902,"LA GRANGE ISD","E","33","N","Special","Math","21"
"2520",75902,"LA GRANGE ISD","E","33","N","Special","Reading","29"
"2521",75903,"SCHULENBURG ISD","H","33","N","All","Math","46"
"2522",75903,"SCHULENBURG ISD","H","33","N","All","Reading","28"
"2523",75903,"SCHULENBURG ISD","H","33","N","Econ_Dis","Math","43"
"2524",75903,"SCHULENBURG ISD","H","33","N","Econ_Dis","Reading","24"
"2525",75903,"SCHULENBURG ISD","H","33","N","Female","Math","30"
"2526",75903,"SCHULENBURG ISD","H","33","N","Female","Reading","22"
"2527",75903,"SCHULENBURG ISD","H","33","N","Male","Math","59"
"2528",75903,"SCHULENBURG ISD","H","33","N","Male","Reading","33"
"2529",75903,"SCHULENBURG ISD","H","33","N","At_Risk","Math","34"
"2530",75903,"SCHULENBURG ISD","H","33","N","At_Risk","Reading","24"
"2531",75903,"SCHULENBURG ISD","H","33","N","Special","Math","58"
"2532",75903,"SCHULENBURG ISD","H","33","N","Special","Reading","42"
"2533",77902,"LOCKNEY ISD","H","43","N","All","Math","31"
"2534",77902,"LOCKNEY ISD","H","43","N","All","Reading","17"
"2535",77902,"LOCKNEY ISD","H","43","N","Econ_Dis","Math","14"
"2536",77902,"LOCKNEY ISD","H","43","N","Econ_Dis","Reading","14"
"2537",77902,"LOCKNEY ISD","H","43","N","Female","Math","33"
"2538",77902,"LOCKNEY ISD","H","43","N","Female","Reading","17"
"2539",77902,"LOCKNEY ISD","H","43","N","Male","Math","29"
"2540",77902,"LOCKNEY ISD","H","43","N","Male","Reading","18"
"2541",77902,"LOCKNEY ISD","H","43","N","At_Risk","Math","6"
"2542",77902,"LOCKNEY ISD","H","43","N","At_Risk","Reading","0"
"2543",77902,"LOCKNEY ISD","H","43","N","Special","Math","0"
"2544",77902,"LOCKNEY ISD","H","43","N","Special","Reading","0"
"2545",79901,"LAMAR CISD","C","21","N","All","Math","65"
"2546",79901,"LAMAR CISD","C","21","N","All","Reading","56"
"2547",79901,"LAMAR CISD","C","21","N","Econ_Dis","Math","55"
"2548",79901,"LAMAR CISD","C","21","N","Econ_Dis","Reading","45"
"2549",79901,"LAMAR CISD","C","21","N","Female","Math","65"
"2550",79901,"LAMAR CISD","C","21","N","Female","Reading","61"
"2551",79901,"LAMAR CISD","C","21","N","Male","Math","65"
"2552",79901,"LAMAR CISD","C","21","N","Male","Reading","53"
"2553",79901,"LAMAR CISD","C","21","N","At_Risk","Math","50"
"2554",79901,"LAMAR CISD","C","21","N","At_Risk","Reading","40"
"2555",79901,"LAMAR CISD","C","21","N","Special","Math","32"
"2556",79901,"LAMAR CISD","C","21","N","Special","Reading","26"
"2557",79906,"NEEDVILLE ISD","D","41","N","All","Math","55"
"2558",79906,"NEEDVILLE ISD","D","41","N","All","Reading","54"
"2559",79906,"NEEDVILLE ISD","D","41","N","Econ_Dis","Math","41"
"2560",79906,"NEEDVILLE ISD","D","41","N","Econ_Dis","Reading","42"
"2561",79906,"NEEDVILLE ISD","D","41","N","Female","Math","53"
"2562",79906,"NEEDVILLE ISD","D","41","N","Female","Reading","61"
"2563",79906,"NEEDVILLE ISD","D","41","N","Male","Math","57"
"2564",79906,"NEEDVILLE ISD","D","41","N","Male","Reading","47"
"2565",79906,"NEEDVILLE ISD","D","41","N","At_Risk","Math","32"
"2566",79906,"NEEDVILLE ISD","D","41","N","At_Risk","Reading","32"
"2567",79906,"NEEDVILLE ISD","D","41","N","Special","Math","30"
"2568",79906,"NEEDVILLE ISD","D","41","N","Special","Reading","37"
"2569",79907,"FORT BEND ISD","B","21","N","All","Math","58"
"2570",79907,"FORT BEND ISD","B","21","N","All","Reading","56"
"2571",79907,"FORT BEND ISD","B","21","N","Econ_Dis","Math","39"
"2572",79907,"FORT BEND ISD","B","21","N","Econ_Dis","Reading","36"
"2573",79907,"FORT BEND ISD","B","21","N","Female","Math","57"
"2574",79907,"FORT BEND ISD","B","21","N","Female","Reading","59"
"2575",79907,"FORT BEND ISD","B","21","N","Male","Math","60"
"2576",79907,"FORT BEND ISD","B","21","N","Male","Reading","53"
"2577",79907,"FORT BEND ISD","B","21","N","At_Risk","Math","42"
"2578",79907,"FORT BEND ISD","B","21","N","At_Risk","Reading","37"
"2579",79907,"FORT BEND ISD","B","21","N","Special","Math","34"
"2580",79907,"FORT BEND ISD","B","21","N","Special","Reading","30"
"2581",79910,"STAFFORD MSD","B","21","N","All","Math","42"
"2582",79910,"STAFFORD MSD","B","21","N","All","Reading","38"
"2583",79910,"STAFFORD MSD","B","21","N","Econ_Dis","Math","38"
"2584",79910,"STAFFORD MSD","B","21","N","Econ_Dis","Reading","34"
"2585",79910,"STAFFORD MSD","B","21","N","Female","Math","41"
"2586",79910,"STAFFORD MSD","B","21","N","Female","Reading","42"
"2587",79910,"STAFFORD MSD","B","21","N","Male","Math","43"
"2588",79910,"STAFFORD MSD","B","21","N","Male","Reading","33"
"2589",79910,"STAFFORD MSD","B","21","N","At_Risk","Math","33"
"2590",79910,"STAFFORD MSD","B","21","N","At_Risk","Reading","28"
"2591",79910,"STAFFORD MSD","B","21","N","Special","Math","19"
"2592",79910,"STAFFORD MSD","B","21","N","Special","Reading","19"
"2593",80901,"MOUNT VERNON ISD","G","33","N","All","Math","45"
"2594",80901,"MOUNT VERNON ISD","G","33","N","All","Reading","23"
"2595",80901,"MOUNT VERNON ISD","G","33","N","Econ_Dis","Math","41"
"2596",80901,"MOUNT VERNON ISD","G","33","N","Econ_Dis","Reading","18"
"2597",80901,"MOUNT VERNON ISD","G","33","N","Female","Math","46"
"2598",80901,"MOUNT VERNON ISD","G","33","N","Female","Reading","23"
"2599",80901,"MOUNT VERNON ISD","G","33","N","Male","Math","45"
"2600",80901,"MOUNT VERNON ISD","G","33","N","Male","Reading","23"
"2601",80901,"MOUNT VERNON ISD","G","33","N","At_Risk","Math","48"
"2602",80901,"MOUNT VERNON ISD","G","33","N","At_Risk","Reading","28"
"2603",80901,"MOUNT VERNON ISD","G","33","N","Special","Math","0"
"2604",80901,"MOUNT VERNON ISD","G","33","N","Special","Reading","0"
"2605",81902,"FAIRFIELD ISD","G","33","N","All","Math","45"
"2606",81902,"FAIRFIELD ISD","G","33","N","All","Reading","47"
"2607",81902,"FAIRFIELD ISD","G","33","N","Econ_Dis","Math","34"
"2608",81902,"FAIRFIELD ISD","G","33","N","Econ_Dis","Reading","43"
"2609",81902,"FAIRFIELD ISD","G","33","N","Female","Math","40"
"2610",81902,"FAIRFIELD ISD","G","33","N","Female","Reading","48"
"2611",81902,"FAIRFIELD ISD","G","33","N","Male","Math","52"
"2612",81902,"FAIRFIELD ISD","G","33","N","Male","Reading","46"
"2613",81902,"FAIRFIELD ISD","G","33","N","At_Risk","Math","26"
"2614",81902,"FAIRFIELD ISD","G","33","N","At_Risk","Reading","11"
"2615",81902,"FAIRFIELD ISD","G","33","N","Special","Math","33"
"2616",81902,"FAIRFIELD ISD","G","33","N","Special","Reading","11"
"2617",81904,"TEAGUE ISD","G","33","N","All","Math","54"
"2618",81904,"TEAGUE ISD","G","33","N","All","Reading","45"
"2619",81904,"TEAGUE ISD","G","33","N","Econ_Dis","Math","47"
"2620",81904,"TEAGUE ISD","G","33","N","Econ_Dis","Reading","40"
"2621",81904,"TEAGUE ISD","G","33","N","Female","Math","48"
"2622",81904,"TEAGUE ISD","G","33","N","Female","Reading","39"
"2623",81904,"TEAGUE ISD","G","33","N","Male","Math","58"
"2624",81904,"TEAGUE ISD","G","33","N","Male","Reading","50"
"2625",81904,"TEAGUE ISD","G","33","N","At_Risk","Math","36"
"2626",81904,"TEAGUE ISD","G","33","N","At_Risk","Reading","31"
"2627",81904,"TEAGUE ISD","G","33","N","Special","Math","71"
"2628",81904,"TEAGUE ISD","G","33","N","Special","Reading","57"
"2629",82902,"DILLEY ISD","G","41","N","All","Math","50"
"2630",82902,"DILLEY ISD","G","41","N","All","Reading","27"
"2631",82902,"DILLEY ISD","G","41","N","Econ_Dis","Math","44"
"2632",82902,"DILLEY ISD","G","41","N","Econ_Dis","Reading","20"
"2633",82902,"DILLEY ISD","G","41","N","Female","Math","50"
"2634",82902,"DILLEY ISD","G","41","N","Female","Reading","17"
"2635",82902,"DILLEY ISD","G","41","N","Male","Math","50"
"2636",82902,"DILLEY ISD","G","41","N","Male","Reading","33"
"2637",82902,"DILLEY ISD","G","41","N","At_Risk","Math","0"
"2638",82902,"DILLEY ISD","G","41","N","At_Risk","Reading","0"
"2639",82902,"DILLEY ISD","G","41","N","Special","Math","22"
"2640",82902,"DILLEY ISD","G","41","N","Special","Reading","22"
"2641",82903,"PEARSALL ISD","G","33","N","All","Math","31"
"2642",82903,"PEARSALL ISD","G","33","N","All","Reading","32"
"2643",82903,"PEARSALL ISD","G","33","N","Econ_Dis","Math","31"
"2644",82903,"PEARSALL ISD","G","33","N","Econ_Dis","Reading","32"
"2645",82903,"PEARSALL ISD","G","33","N","Female","Math","29"
"2646",82903,"PEARSALL ISD","G","33","N","Female","Reading","32"
"2647",82903,"PEARSALL ISD","G","33","N","Male","Math","32"
"2648",82903,"PEARSALL ISD","G","33","N","Male","Reading","32"
"2649",82903,"PEARSALL ISD","G","33","N","At_Risk","Math","23"
"2650",82903,"PEARSALL ISD","G","33","N","At_Risk","Reading","23"
"2651",82903,"PEARSALL ISD","G","33","N","Special","Math","36"
"2652",82903,"PEARSALL ISD","G","33","N","Special","Reading","55"
"2653",83901,"SEAGRAVES ISD","H","43","N","All","Math","31"
"2654",83901,"SEAGRAVES ISD","H","43","N","All","Reading","24"
"2655",83901,"SEAGRAVES ISD","H","43","N","Econ_Dis","Math","33"
"2656",83901,"SEAGRAVES ISD","H","43","N","Econ_Dis","Reading","21"
"2657",83901,"SEAGRAVES ISD","H","43","N","Female","Math","22"
"2658",83901,"SEAGRAVES ISD","H","43","N","Female","Reading","22"
"2659",83901,"SEAGRAVES ISD","H","43","N","Male","Math","39"
"2660",83901,"SEAGRAVES ISD","H","43","N","Male","Reading","26"
"2661",83901,"SEAGRAVES ISD","H","43","N","At_Risk","Math","23"
"2662",83901,"SEAGRAVES ISD","H","43","N","At_Risk","Reading","10"
"2663",83901,"SEAGRAVES ISD","H","43","N","Special","Math","20"
"2664",83901,"SEAGRAVES ISD","H","43","N","Special","Reading","20"
"2665",83903,"SEMINOLE ISD","G","33","N","All","Math","54"
"2666",83903,"SEMINOLE ISD","G","33","N","All","Reading","46"
"2667",83903,"SEMINOLE ISD","G","33","N","Econ_Dis","Math","53"
"2668",83903,"SEMINOLE ISD","G","33","N","Econ_Dis","Reading","38"
"2669",83903,"SEMINOLE ISD","G","33","N","Female","Math","45"
"2670",83903,"SEMINOLE ISD","G","33","N","Female","Reading","47"
"2671",83903,"SEMINOLE ISD","G","33","N","Male","Math","63"
"2672",83903,"SEMINOLE ISD","G","33","N","Male","Reading","46"
"2673",83903,"SEMINOLE ISD","G","33","N","At_Risk","Math","35"
"2674",83903,"SEMINOLE ISD","G","33","N","At_Risk","Reading","19"
"2675",83903,"SEMINOLE ISD","G","33","N","Special","Math","28"
"2676",83903,"SEMINOLE ISD","G","33","N","Special","Reading","34"
"2677",84802,"ODYSSEY ACADEMY INC","I","31","Y","All","Math","27"
"2678",84802,"ODYSSEY ACADEMY INC","I","31","Y","All","Reading","24"
"2679",84802,"ODYSSEY ACADEMY INC","I","31","Y","Econ_Dis","Math","23"
"2680",84802,"ODYSSEY ACADEMY INC","I","31","Y","Econ_Dis","Reading","12"
"2681",84802,"ODYSSEY ACADEMY INC","I","31","Y","Female","Math","21"
"2682",84802,"ODYSSEY ACADEMY INC","I","31","Y","Female","Reading","16"
"2683",84802,"ODYSSEY ACADEMY INC","I","31","Y","Male","Math","32"
"2684",84802,"ODYSSEY ACADEMY INC","I","31","Y","Male","Reading","32"
"2685",84802,"ODYSSEY ACADEMY INC","I","31","Y","At_Risk","Math","13"
"2686",84802,"ODYSSEY ACADEMY INC","I","31","Y","At_Risk","Reading","13"
"2687",84802,"ODYSSEY ACADEMY INC","I","31","Y","Special","Math","60"
"2688",84802,"ODYSSEY ACADEMY INC","I","31","Y","Special","Reading","60"
"2689",84901,"DICKINSON ISD","C","22","N","All","Math","53"
"2690",84901,"DICKINSON ISD","C","22","N","All","Reading","43"
"2691",84901,"DICKINSON ISD","C","22","N","Econ_Dis","Math","47"
"2692",84901,"DICKINSON ISD","C","22","N","Econ_Dis","Reading","35"
"2693",84901,"DICKINSON ISD","C","22","N","Female","Math","52"
"2694",84901,"DICKINSON ISD","C","22","N","Female","Reading","48"
"2695",84901,"DICKINSON ISD","C","22","N","Male","Math","53"
"2696",84901,"DICKINSON ISD","C","22","N","Male","Reading","38"
"2697",84901,"DICKINSON ISD","C","22","N","At_Risk","Math","39"
"2698",84901,"DICKINSON ISD","C","22","N","At_Risk","Reading","25"
"2699",84901,"DICKINSON ISD","C","22","N","Special","Math","37"
"2700",84901,"DICKINSON ISD","C","22","N","Special","Reading","27"
"2701",84902,"GALVESTON ISD","C","31","N","All","Math","56"
"2702",84902,"GALVESTON ISD","C","31","N","All","Reading","46"
"2703",84902,"GALVESTON ISD","C","31","N","Econ_Dis","Math","52"
"2704",84902,"GALVESTON ISD","C","31","N","Econ_Dis","Reading","39"
"2705",84902,"GALVESTON ISD","C","31","N","Female","Math","58"
"2706",84902,"GALVESTON ISD","C","31","N","Female","Reading","52"
"2707",84902,"GALVESTON ISD","C","31","N","Male","Math","54"
"2708",84902,"GALVESTON ISD","C","31","N","Male","Reading","40"
"2709",84902,"GALVESTON ISD","C","31","N","At_Risk","Math","52"
"2710",84902,"GALVESTON ISD","C","31","N","At_Risk","Reading","42"
"2711",84902,"GALVESTON ISD","C","31","N","Special","Math","32"
"2712",84902,"GALVESTON ISD","C","31","N","Special","Reading","34"
"2713",84906,"TEXAS CITY ISD","D","22","N","All","Math","35"
"2714",84906,"TEXAS CITY ISD","D","22","N","All","Reading","28"
"2715",84906,"TEXAS CITY ISD","D","22","N","Econ_Dis","Math","34"
"2716",84906,"TEXAS CITY ISD","D","22","N","Econ_Dis","Reading","26"
"2717",84906,"TEXAS CITY ISD","D","22","N","Female","Math","35"
"2718",84906,"TEXAS CITY ISD","D","22","N","Female","Reading","33"
"2719",84906,"TEXAS CITY ISD","D","22","N","Male","Math","36"
"2720",84906,"TEXAS CITY ISD","D","22","N","Male","Reading","23"
"2721",84906,"TEXAS CITY ISD","D","22","N","At_Risk","Math","24"
"2722",84906,"TEXAS CITY ISD","D","22","N","At_Risk","Reading","14"
"2723",84906,"TEXAS CITY ISD","D","22","N","Special","Math","18"
"2724",84906,"TEXAS CITY ISD","D","22","N","Special","Reading","10"
"2725",84908,"HITCHCOCK ISD","D","22","N","All","Math","27"
"2726",84908,"HITCHCOCK ISD","D","22","N","All","Reading","35"
"2727",84908,"HITCHCOCK ISD","D","22","N","Econ_Dis","Math","20"
"2728",84908,"HITCHCOCK ISD","D","22","N","Econ_Dis","Reading","31"
"2729",84908,"HITCHCOCK ISD","D","22","N","Female","Math","23"
"2730",84908,"HITCHCOCK ISD","D","22","N","Female","Reading","40"
"2731",84908,"HITCHCOCK ISD","D","22","N","Male","Math","30"
"2732",84908,"HITCHCOCK ISD","D","22","N","Male","Reading","32"
"2733",84908,"HITCHCOCK ISD","D","22","N","At_Risk","Math","18"
"2734",84908,"HITCHCOCK ISD","D","22","N","At_Risk","Reading","19"
"2735",84908,"HITCHCOCK ISD","D","22","N","Special","Math","37"
"2736",84908,"HITCHCOCK ISD","D","22","N","Special","Reading","37"
"2737",84909,"SANTA FE ISD","D","22","N","All","Math","54"
"2738",84909,"SANTA FE ISD","D","22","N","All","Reading","44"
"2739",84909,"SANTA FE ISD","D","22","N","Econ_Dis","Math","45"
"2740",84909,"SANTA FE ISD","D","22","N","Econ_Dis","Reading","38"
"2741",84909,"SANTA FE ISD","D","22","N","Female","Math","52"
"2742",84909,"SANTA FE ISD","D","22","N","Female","Reading","48"
"2743",84909,"SANTA FE ISD","D","22","N","Male","Math","55"
"2744",84909,"SANTA FE ISD","D","22","N","Male","Reading","41"
"2745",84909,"SANTA FE ISD","D","22","N","At_Risk","Math","23"
"2746",84909,"SANTA FE ISD","D","22","N","At_Risk","Reading","13"
"2747",84909,"SANTA FE ISD","D","22","N","Special","Math","32"
"2748",84909,"SANTA FE ISD","D","22","N","Special","Reading","29"
"2749",84910,"CLEAR CREEK ISD","B","21","N","All","Math","52"
"2750",84910,"CLEAR CREEK ISD","B","21","N","All","Reading","53"
"2751",84910,"CLEAR CREEK ISD","B","21","N","Econ_Dis","Math","36"
"2752",84910,"CLEAR CREEK ISD","B","21","N","Econ_Dis","Reading","38"
"2753",84910,"CLEAR CREEK ISD","B","21","N","Female","Math","50"
"2754",84910,"CLEAR CREEK ISD","B","21","N","Female","Reading","58"
"2755",84910,"CLEAR CREEK ISD","B","21","N","Male","Math","54"
