DISTRICT,DD003AMA1219R,DD003ARE1219R,DD203AMA1219R,DD203ARE1219R,DD303AMA1219R,DD303ARE1219R,DD403AMA1219R,DD403ARE1219R,DDA03AMA1219R,DDA03ARE1219R,DDB03AMA1219R,DDB03ARE1219R,DDE03AMA1219R,DDE03ARE1219R,DDF03AMA1219R,DDF03ARE1219R,DDH03AMA1219R,DDH03ARE1219R,DDI03AMA1219R,DDI03ARE1219R,DDL03AMA1219R,DDL03ARE1219R,DDM03AMA1219R,DDM03ARE1219R,DDR03AMA1219R,DDR03ARE1219R,DDS03AMA1219R,DDS03ARE1219R,DDW03AMA1219R,DDW03ARE1219R,DNC03AMA1219R,DNC03ARE1219R,DNM03AMA1219R,DNM03ARE1219R,DNS03AMA1219R,DNS03ARE1219R
'202903,-1,-1,20,0,.,.,.,.,47,37,-1,-1,34,32,52,45,40,30,-1,-1,-1,-1,42,29,12,8,33,22,51,44,52,41,13,13,.,.
'202905,.,.,-1,-1,.,.,.,.,41,30,-1,-1,38,26,43,33,-1,-1,.,.,.,.,40,28,0,0,-1,-1,43,30,38,31,57,29,-1,-1
'203901,0,0,-1,-1,.,.,.,.,15,18,21,21,13,15,14,25,0,0,.,.,0,0,17,10,0,0,36,36,18,36,19,20,0,9,-1,-1
'203902,-1,-1,.,.,.,.,.,.,42,47,.,.,33,40,17,50,-1,-1,.,.,-1,-1,54,46,29,29,33,33,44,44,38,54,50,33,.,.
'204901,-1,-1,-1,-1,-1,-1,.,.,24,20,11,12,20,17,22,22,0,20,.,.,-1,-1,28,19,5,5,0,0,30,22,22,18,30,26,20,0
'204904,23,16,-1,-1,.,.,.,.,25,19,0,0,22,16,20,17,23,16,.,.,23,16,28,21,18,11,26,16,27,23,21,17,35,26,-1,-1
'205901,54,38,20,60,.,.,.,.,36,43,-1,-1,36,43,27,42,40,46,.,.,54,38,43,43,27,29,57,50,31,31,37,47,33,33,-1,-1
'205902,54,42,-1,-1,-1,-1,-1,-1,56,50,33,56,45,39,51,51,46,41,-1,-1,47,32,60,49,31,26,23,12,70,64,59,52,47,46,33,50
'205903,26,32,-1,-1,.,.,.,.,38,41,-1,-1,30,34,34,42,35,38,-1,-1,26,32,42,39,20,23,25,31,41,47,44,42,19,38,-1,-1
'205904,33,50,-1,-1,-1,-1,.,.,46,36,.,.,43,32,41,44,43,36,.,.,33,50,52,28,28,21,64,45,56,31,44,37,55,30,-1,-1
'205905,-1,-1,.,.,.,.,.,.,55,58,-1,-1,53,53,51,57,52,57,.,.,-1,-1,63,63,11,11,-1,-1,83,83,60,57,36,64,.,.
'205906,-1,-1,-1,-1,.,.,.,.,49,42,-1,-1,43,34,38,38,50,39,.,.,-1,-1,60,45,31,28,29,33,44,56,50,43,43,33,-1,-1
'205907,-1,-1,.,.,.,.,.,.,14,22,.,.,14,22,13,21,13,21,.,.,-1,-1,15,22,0,0,30,30,-1,-1,8,21,35,24,-1,-1
'206901,27,20,-1,-1,.,.,.,.,43,36,.,.,44,38,44,56,39,32,.,.,27,20,42,21,28,22,56,33,46,46,42,36,50,33,-1,-1
'206902,.,.,.,.,.,.,.,.,80,60,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.
'206903,.,.,.,.,.,.,.,.,67,50,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,60,60,-1,-1,-1,-1,.,.
'207901,-1,-1,.,.,.,.,.,.,73,55,.,.,71,43,75,58,69,50,.,.,.,.,70,50,64,55,-1,-1,83,67,68,47,-1,-1,.,.
'208901,-1,-1,.,.,.,.,.,.,24,18,.,.,22,33,22,11,22,33,.,.,-1,-1,25,25,25,25,-1,-1,25,0,33,22,13,13,.,.
'208902,65,55,17,17,-1,-1,.,.,42,29,80,0,41,26,43,27,40,29,.,.,65,55,40,30,39,32,29,5,43,33,42,29,38,28,20,20
'208903,-1,-1,.,.,.,.,.,.,79,79,.,.,67,67,75,75,60,40,.,.,-1,-1,82,82,-1,-1,-1,-1,86,93,93,87,-1,-1,-1,-1
'209901,.,.,-1,-1,.,.,.,.,57,37,-1,-1,30,10,53,35,-1,-1,.,.,.,.,62,38,-1,-1,-1,-1,59,37,62,42,-1,-1,.,.
'209902,.,.,.,.,.,.,.,.,0,60,.,.,-1,-1,.,.,-1,-1,.,.,.,.,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.
'210901,42,23,-1,-1,-1,-1,.,.,43,29,32,30,43,27,35,31,43,24,.,.,42,23,49,28,36,22,45,25,50,38,44,31,37,21,60,20
'210902,60,40,.,.,-1,-1,.,.,60,48,-1,-1,56,45,50,39,60,20,.,.,-1,-1,74,58,44,32,33,25,59,48,59,47,64,50,.,.
'210903,57,86,-1,-1,.,.,.,.,47,57,23,31,44,50,43,47,63,88,.,.,57,86,52,71,35,57,33,44,55,59,44,57,71,57,.,.
'210904,53,35,.,.,.,.,.,.,62,33,64,9,58,28,79,50,47,32,.,.,53,35,52,24,55,24,-1,-1,89,67,74,42,13,0,-1,-1
'210905,.,.,-1,-1,.,.,.,.,50,32,33,27,47,27,48,33,.,.,.,.,.,.,52,30,-1,-1,-1,-1,57,36,48,29,54,38,-1,-1
'210906,.,.,.,.,.,.,.,.,33,56,.,.,33,56,17,50,.,.,.,.,.,.,-1,-1,.,.,-1,-1,33,56,50,83,-1,-1,.,.
'211901,69,38,-1,-1,.,.,.,.,80,56,.,.,72,44,73,67,71,47,.,.,69,38,90,40,72,39,-1,-1,100,86,81,57,-1,-1,.,.
'211902,20,20,-1,-1,.,.,.,.,34,37,.,.,28,28,27,47,27,32,.,.,13,25,38,31,17,22,14,14,44,44,35,35,-1,-1,.,.
'212801,22,22,40,60,-1,-1,.,.,31,39,24,35,20,24,28,38,35,39,.,.,22,22,34,40,20,30,0,20,32,39,33,39,29,40,-1,-1
'212804,-1,-1,-1,-1,-1,-1,.,.,70,72,40,60,73,64,73,82,-1,-1,.,.,-1,-1,68,64,25,42,60,40,75,75,.,.,70,72,.,.
'212901,-1,-1,-1,-1,.,.,.,.,38,33,13,25,38,34,36,29,18,18,.,.,-1,-1,41,37,13,25,60,60,55,42,38,33,38,31,.,.
'212902,78,67,80,60,-1,-1,.,.,56,51,38,25,48,36,47,53,59,65,.,.,71,57,64,50,28,29,33,22,56,50,51,50,70,54,67,67
'212903,50,22,67,64,-1,-1,.,.,66,51,38,25,55,38,68,56,66,40,-1,-1,47,18,65,46,49,26,38,25,69,55,66,52,66,47,75,38
'212904,-1,-1,-1,-1,.,.,.,.,48,54,25,25,42,46,40,51,56,44,.,.,-1,-1,53,56,28,38,0,0,50,60,49,54,42,50,20,40
'212905,46,30,.,.,69,62,.,.,42,35,24,20,36,29,38,38,43,31,-1,-1,46,30,46,33,30,20,22,19,59,57,42,35,43,38,23,8
'212906,60,55,67,50,62,69,.,.,67,61,51,51,54,48,66,62,66,55,-1,-1,50,44,68,59,43,34,42,40,71,65,67,59,69,65,83,75
'212909,41,35,-1,-1,-1,-1,.,.,35,32,15,23,31,29,28,36,37,33,.,.,41,35,40,29,33,30,24,17,43,37,35,35,33,23,-1,-1
'212910,67,28,-1,-1,.,.,.,.,53,35,23,31,52,33,58,24,59,33,-1,-1,63,19,50,43,62,35,43,14,59,38,65,40,26,22,-1,-1
'213801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'213901,60,67,40,0,.,.,.,.,68,65,-1,-1,60,64,61,58,63,57,.,.,60,67,77,75,44,47,20,60,71,72,69,68,67,56,-1,-1
'214901,48,37,.,.,.,.,.,.,49,38,.,.,48,38,50,42,49,38,.,.,48,37,48,35,48,37,30,27,-1,-1,49,38,53,40,43,14
'214902,-1,-1,.,.,.,.,.,.,46,31,.,.,42,25,17,17,46,31,.,.,-1,-1,71,43,-1,-1,.,.,.,.,40,30,-1,-1,.,.
'214903,70,69,.,.,.,.,.,.,71,69,.,.,70,69,73,71,71,69,.,.,70,69,68,67,70,69,40,47,-1,-1,70,69,74,71,-1,-1
'215901,0,33,-1,-1,.,.,.,.,34,30,-1,-1,26,19,31,35,23,19,-1,-1,0,33,38,25,16,16,29,24,38,32,34,28,35,35,-1,-1
'216901,-1,-1,-1,-1,.,.,.,.,30,48,.,.,7,27,44,63,18,27,.,.,-1,-1,9,27,10,10,17,33,40,60,33,39,22,67,.,.
'217901,-1,-1,.,.,.,.,.,.,47,33,.,.,44,33,44,33,0,0,.,.,-1,-1,50,33,-1,-1,.,.,70,50,46,31,-1,-1,.,.
'218901,36,14,-1,-1,.,.,.,.,46,42,.,.,44,36,52,48,44,31,.,.,36,14,41,37,33,17,33,33,53,65,50,43,25,38,-1,-1
'219901,-1,-1,.,.,.,.,.,.,50,44,.,.,43,43,33,33,-1,-1,.,.,-1,-1,67,56,-1,-1,.,.,53,41,50,40,50,50,-1,-1
'219903,11,0,-1,-1,.,.,.,.,23,13,0,0,17,7,10,3,17,3,.,.,11,0,33,22,8,0,-1,-1,45,45,21,13,33,11,-1,-1
'219905,-1,-1,.,.,.,.,.,.,44,19,-1,-1,33,8,29,0,45,18,.,.,-1,-1,56,33,40,0,.,.,-1,-1,42,8,-1,-1,-1,-1
'220801,.,.,83,67,-1,-1,-1,-1,68,64,-1,-1,60,40,61,53,60,40,.,.,.,.,75,75,-1,-1,-1,-1,65,74,74,65,43,57,.,.
'220802,67,44,57,50,91,73,.,.,70,62,55,48,55,39,67,67,68,49,.,.,65,47,73,57,46,30,-1,-1,77,74,71,63,64,56,80,80
'220809,-1,-1,80,100,-1,-1,.,.,54,77,14,29,.,.,57,78,60,90,.,.,-1,-1,40,70,.,.,-1,-1,50,80,.,.,54,77,-1,-1
'220810,.,.,-1,-1,90,80,.,.,86,81,-1,-1,.,.,88,78,80,60,.,.,.,.,84,84,.,.,.,.,91,82,87,79,80,90,-1,-1
'220811,14,43,.,.,-1,-1,.,.,26,42,33,47,22,39,15,31,15,38,.,.,14,43,33,50,14,43,20,40,-1,-1,32,52,0,0,.,.
'220814,-1,-1,60,20,-1,-1,.,.,46,60,33,53,.,.,38,59,30,70,.,.,-1,-1,73,64,-1,-1,33,50,65,71,75,100,36,47,.,.
'220815,50,33,-1,-1,-1,-1,.,.,38,43,30,39,29,35,41,52,30,39,-1,-1,50,33,33,31,36,29,0,0,60,60,32,43,50,42,-1,-1
'220817,45,31,75,63,86,71,.,.,44,42,40,38,42,38,40,41,41,43,-1,-1,45,31,50,43,32,24,29,14,47,45,54,39,37,45,-1,-1
'220819,25,38,0,0,-1,-1,.,.,29,38,22,37,30,34,24,40,23,36,.,.,25,38,34,36,18,29,0,0,36,40,38,43,23,34,60,20
'220901,42,35,42,35,63,55,-1,-1,40,38,30,30,36,32,39,40,38,34,38,46,42,35,42,35,30,25,22,19,54,53,42,39,34,33,46,42
'220902,46,40,57,63,58,52,33,50,50,46,32,36,43,39,49,50,45,39,71,71,46,40,52,43,41,35,34,33,59,54,53,48,43,42,71,56
'220904,53,45,45,55,83,33,.,.,41,35,28,24,39,34,42,39,48,42,.,.,53,45,40,30,36,30,17,17,58,17,45,38,34,27,-1,-1
'220905,34,32,39,32,63,54,20,60,34,34,21,22,30,29,33,37,33,33,13,0,34,32,35,31,33,32,28,26,58,58,35,34,31,33,34,30
'220906,46,45,75,76,85,87,-1,-1,64,61,25,27,43,42,64,65,48,47,-1,-1,46,44,65,58,45,42,42,37,72,65,66,62,56,57,44,39
'220907,52,41,59,53,71,63,-1,-1,63,58,46,46,46,39,61,61,54,47,63,63,52,41,66,54,39,29,40,35,68,63,65,59,58,52,56,47
'220908,60,53,59,57,82,70,-1,-1,61,57,52,51,51,46,62,62,52,50,38,38,58,50,60,52,45,38,26,23,72,65,65,60,50,49,64,67
'220910,21,30,14,14,-1,-1,.,.,23,24,23,23,22,24,28,31,20,20,-1,-1,21,30,17,16,17,21,9,9,36,41,25,26,21,21,0,0
'220912,62,47,53,54,70,48,-1,-1,45,40,31,28,42,36,44,43,55,48,60,40,62,47,45,36,36,28,30,26,48,47,47,43,40,34,50,50
'220914,67,47,88,63,86,43,.,.,61,54,34,29,51,40,58,60,67,57,.,.,67,47,64,49,66,50,35,24,65,65,66,60,49,41,-1,-1
'220915,34,22,45,64,80,80,.,.,51,46,-1,-1,42,36,49,49,44,41,-1,-1,32,19,54,42,32,23,34,28,53,46,52,45,50,48,61,43
'220916,53,45,57,47,77,58,67,41,56,51,42,45,46,42,54,55,49,47,67,67,45,38,57,47,37,30,33,29,64,57,57,53,52,45,56,46
'220917,31,30,14,57,-1,-1,.,.,37,37,-1,-1,34,35,33,43,34,33,.,.,31,30,41,32,30,30,10,10,50,48,38,35,34,45,43,57
'220918,43,32,50,52,45,31,.,.,44,41,36,30,36,33,41,41,39,37,.,.,42,32,46,40,26,20,25,24,49,47,45,42,42,38,38,28
'220919,92,81,97,97,97,91,.,.,89,87,73,55,50,63,90,89,70,76,.,.,77,54,88,86,68,62,71,71,89,88,90,88,84,84,86,71
'220920,34,38,65,53,-1,-1,-1,-1,52,52,31,38,44,43,53,58,45,43,-1,-1,34,38,50,46,34,37,35,33,59,61,52,52,51,52,73,73
'221801,36,33,52,63,83,77,-1,-1,48,49,37,41,34,36,46,51,33,38,40,40,36,32,51,48,30,27,24,16,55,53,50,51,45,47,70,42
'221901,41,32,42,33,57,43,-1,-1,38,37,25,26,31,27,33,37,32,28,-1,-1,41,32,44,36,22,17,26,21,50,50,37,36,42,40,29,43
'221904,.,.,.,.,.,.,.,.,42,38,.,.,40,33,34,37,43,35,-1,-1,.,.,54,38,22,22,18,18,40,38,43,32,40,50,-1,-1
'221905,.,.,.,.,.,.,-1,-1,56,38,.,.,60,40,56,22,-1,-1,.,.,.,.,57,57,-1,-1,-1,-1,64,36,63,50,50,25,-1,-1
'221911,.,.,-1,-1,.,.,.,.,56,71,.,.,56,78,56,73,33,44,.,.,.,.,56,69,27,53,23,62,60,75,55,73,60,68,-1,-1
'221912,63,63,76,59,50,50,-1,-1,67,60,56,56,58,45,66,63,61,59,-1,-1,63,63,68,57,40,33,38,31,69,61,70,62,60,57,57,57
'222901,.,.,.,.,.,.,.,.,46,15,.,.,33,0,43,29,67,22,.,.,.,.,50,0,-1,-1,.,.,-1,-1,50,17,-1,-1,.,.
'223901,14,14,-1,-1,.,.,.,.,30,31,-1,-1,25,28,32,34,31,31,-1,-1,14,14,28,28,5,8,33,33,31,38,30,30,27,32,-1,-1
'223902,-1,-1,-1,-1,.,.,.,.,12,16,.,.,5,10,8,15,10,10,.,.,-1,-1,17,17,0,0,-1,-1,-1,-1,16,11,0,33,.,.
'223904,-1,-1,.,.,.,.,.,.,61,61,.,.,36,45,90,90,43,43,.,.,-1,-1,25,25,-1,-1,-1,-1,73,73,45,64,86,57,.,.
'224901,.,.,.,.,.,.,.,.,38,25,.,.,40,20,40,40,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.,43,29,-1,-1,-1,-1,.,.
'224902,.,.,.,.,.,.,.,.,20,40,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,17,33,-1,-1,-1,-1,25,38,25,50,-1,-1,-1,-1
'225902,61,59,70,40,-1,-1,.,.,64,57,43,33,60,54,60,59,64,58,.,.,61,59,68,54,59,53,38,27,75,65,64,57,62,52,65,47
'225906,15,54,-1,-1,.,.,.,.,39,76,-1,-1,31,62,31,81,19,56,.,.,15,54,48,70,20,60,17,33,50,82,36,77,50,70,-1,-1
'225907,38,21,.,.,.,.,.,.,37,31,-1,-1,35,26,40,24,32,18,.,.,38,21,34,39,30,17,-1,-1,41,44,41,34,27,23,40,0
'226801,22,22,31,38,80,80,.,.,30,28,9,27,24,22,26,31,26,24,.,.,22,22,33,26,11,9,38,31,39,32,32,31,26,23,38,25
'226901,.,.,.,.,-1,-1,.,.,57,54,.,.,42,25,63,58,33,50,-1,-1,.,.,50,50,-1,-1,40,60,74,57,55,48,63,75,-1,-1
'226903,28,16,41,24,64,50,-1,-1,41,36,47,42,31,25,43,42,33,27,-1,-1,25,13,40,30,17,10,34,24,54,51,41,35,42,41,29,32
'226905,.,.,-1,-1,.,.,.,.,62,62,.,.,44,44,56,63,40,60,.,.,.,.,70,60,-1,-1,-1,-1,72,61,60,65,67,50,-1,-1
'226906,-1,-1,.,.,.,.,.,.,80,66,.,.,75,31,74,61,67,50,-1,-1,-1,-1,86,73,47,18,70,60,81,68,78,71,88,44,-1,-1
'226907,17,0,-1,-1,.,.,.,.,28,24,.,.,24,16,23,30,24,12,.,.,17,0,33,18,17,7,16,21,32,38,28,22,29,26,-1,-1
'226908,-1,-1,-1,-1,.,.,.,.,58,42,-1,-1,45,36,55,36,56,44,.,.,-1,-1,63,50,50,13,-1,-1,63,38,62,54,50,17,-1,-1
'227506,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'227803,32,25,55,45,-1,-1,.,.,37,32,36,29,29,22,42,42,30,26,.,.,32,25,33,23,34,26,21,21,55,45,41,34,27,29,-1,-1
'227804,35,59,-1,-1,57,86,.,.,49,63,25,50,21,42,47,66,28,33,-1,-1,21,57,50,59,25,46,0,20,65,74,49,63,46,62,-1,-1
'227805,.,.,.,.,.,.,.,.,46,54,48,57,43,53,55,64,-1,40,.,.,.,.,42,50,24,29,-1,-1,.,.,38,50,57,60,.,.
'227806,-1,-1,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,.,.
'227814,-1,-1,-1,-1,88,63,.,.,86,75,-1,-1,.,.,71,86,86,57,-1,-1,-1,-1,100,64,-1,-1,.,.,78,89,88,82,82,64,.,.
'227816,35,31,50,64,78,69,.,.,42,38,49,36,32,27,36,40,28,27,.,.,35,31,47,37,31,25,21,16,39,39,50,46,29,27,43,43
'227817,60,44,.,.,.,.,.,.,53,49,50,58,51,49,57,43,53,44,.,.,52,33,50,55,58,42,-1,-1,-1,-1,52,52,56,44,-1,-1
'227819,22,33,-1,-1,-1,-1,.,.,50,55,-1,-1,23,27,53,53,32,41,.,.,22,33,48,57,22,33,0,0,91,91,55,61,33,33,.,.
'227820,47,41,21,36,90,65,.,.,45,40,43,39,43,38,43,44,44,40,38,25,41,35,46,36,42,36,30,26,59,31,49,33,44,41,34,31
'227821,.,.,-1,-1,-1,-1,.,.,32,48,.,.,43,57,35,61,27,45,.,.,.,.,30,37,14,43,13,38,33,50,36,52,24,41,.,.
'227824,18,18,-1,-1,.,.,.,.,17,17,-1,-1,16,16,14,10,19,19,.,.,18,18,19,22,14,17,-1,-1,-1,-1,.,.,17,17,-1,-1
'227825,12,1,.,.,.,.,.,.,14,5,-1,-1,13,4,13,5,13,4,.,.,12,1,16,5,12,1,0,0,.,.,.,.,14,5,0,0
'227826,50,0,-1,-1,.,.,.,.,58,46,50,25,47,26,57,57,63,25,.,.,50,0,60,30,60,0,-1,-1,59,64,66,62,47,21,.,.
'227827,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'227829,.,.,0,33,-1,-1,.,.,67,73,-1,-1,50,70,70,74,88,63,.,.,.,.,62,71,17,33,-1,-1,74,84,.,.,67,73,-1,-1
'227901,43,38,67,72,79,70,17,17,54,51,33,30,39,34,52,54,43,38,44,44,43,37,55,49,42,36,30,26,72,73,55,52,47,46,45,39
'227904,40,40,58,58,69,57,50,33,47,48,29,31,32,35,45,49,38,42,.,.,37,38,49,46,26,25,26,23,64,62,51,51,37,38,29,31
'227907,42,33,63,56,50,50,.,.,41,35,38,36,38,30,39,38,39,31,-1,-1,42,33,43,32,36,30,30,28,48,50,41,37,41,29,50,38
'227909,67,62,76,69,95,88,.,.,75,72,67,67,59,47,76,78,64,56,.,.,58,58,74,66,55,39,42,32,74,73,74,71,78,79,73,36
'227910,31,28,-1,-1,43,29,.,.,29,28,22,30,28,27,28,32,29,28,.,.,30,27,30,24,23,22,25,19,33,36,31,29,24,25,25,17
'227912,18,18,60,60,.,.,.,.,57,64,.,.,30,30,48,62,42,46,.,.,18,18,67,67,26,30,38,50,63,72,57,67,57,57,50,67
'227913,57,43,76,76,87,82,.,.,66,63,63,38,42,40,63,67,48,48,-1,-1,52,35,69,60,50,34,31,23,68,65,67,64,64,60,50,62
'228901,-1,-1,.,.,.,.,.,.,54,35,25,25,39,25,48,30,43,43,.,.,.,.,60,40,33,0,50,25,62,36,48,35,71,35,-1,-1
'228903,20,0,50,50,.,.,.,.,39,36,17,17,38,32,29,29,33,24,.,.,20,0,48,41,16,14,11,22,46,44,38,36,43,35,-1,-1
'228904,.,.,.,.,.,.,.,.,40,67,.,.,50,50,43,71,.,.,.,.,.,.,38,63,.,.,-1,-1,40,67,36,64,-1,-1,.,.
'228905,.,.,.,.,.,.,.,.,31,38,-1,-1,14,29,-1,-1,.,.,.,.,.,.,33,33,.,.,-1,-1,33,42,27,36,-1,-1,.,.
'229901,.,.,.,.,.,.,.,.,59,41,.,.,50,25,50,39,-1,-1,.,.,.,.,67,43,36,21,20,0,59,41,65,35,38,63,.,.
'229903,14,14,0,14,-1,-1,.,.,21,23,26,17,12,12,29,25,0,0,-1,-1,14,14,14,22,5,5,5,5,23,29,24,24,11,21,-1,-1
'229904,.,.,-1,-1,.,.,.,.,36,42,-1,-1,31,38,38,42,-1,-1,-1,-1,.,.,33,41,-1,-1,14,14,37,45,42,40,21,46,-1,-1
'229905,.,.,-1,-1,.,.,.,.,42,21,.,.,33,17,31,19,-1,-1,.,.,.,.,63,25,33,17,-1,-1,38,24,39,22,50,17,-1,-1
'229906,.,.,.,.,.,.,.,.,43,29,.,.,56,33,-1,-1,.,.,.,.,.,.,30,30,17,17,.,.,43,29,44,22,40,40,.,.
'230901,.,.,-1,-1,.,.,.,.,32,48,20,60,34,51,39,57,14,29,.,.,.,.,23,36,5,10,0,0,36,47,34,50,25,42,-1,-1
'230902,45,32,55,55,-1,-1,.,.,45,38,33,42,37,34,41,40,38,32,-1,-1,41,30,48,37,32,17,50,50,48,38,48,41,38,29,40,40
'230903,56,22,38,13,.,.,-1,-1,56,33,-1,-1,54,33,47,28,64,36,.,.,43,14,65,39,37,13,40,20,57,35,57,30,50,44,-1,-1
'230904,-1,-1,.,.,.,.,.,.,27,33,-1,-1,33,44,29,29,-1,-1,.,.,-1,-1,25,38,18,27,.,.,25,33,33,25,-1,-1,-1,-1
'230905,36,18,.,.,.,.,.,.,57,34,.,.,48,20,47,41,33,20,-1,-1,14,0,67,28,29,6,33,0,65,39,63,41,38,13,-1,-1
'230906,-1,-1,83,83,.,.,.,.,78,72,-1,-1,71,63,74,70,64,82,-1,-1,-1,-1,82,73,50,40,40,40,79,69,79,71,78,72,.,.
'230908,.,.,-1,-1,.,.,.,.,61,61,.,.,60,65,57,63,-1,-1,.,.,.,.,65,58,50,63,-1,-1,61,57,64,57,50,71,.,.
'231901,-1,-1,.,.,.,.,.,.,34,29,-1,-1,28,21,18,29,29,29,-1,-1,-1,-1,48,29,20,17,40,40,57,29,30,30,50,25,-1,-1
'231902,-1,-1,-1,-1,.,.,.,.,40,53,.,.,17,33,43,71,-1,-1,.,.,-1,-1,38,38,0,17,-1,-1,50,60,36,55,-1,-1,-1,-1
'232901,-1,-1,.,.,-1,-1,.,.,76,76,.,.,67,67,76,76,79,74,.,.,-1,-1,75,75,70,70,-1,-1,69,77,77,77,71,71,-1,-1
'232902,-1,-1,.,.,.,.,.,.,41,32,.,.,21,21,40,33,37,21,.,.,-1,-1,43,29,-1,-1,-1,-1,-1,-1,33,33,57,29,.,.
'232903,31,8,-1,-1,.,.,-1,-1,29,28,-1,-1,27,26,26,28,29,27,.,.,31,8,33,27,20,15,30,22,35,29,29,27,29,32,33,0
'232904,.,.,-1,-1,.,.,.,.,32,32,.,.,17,33,56,44,20,20,.,.,.,.,10,20,-1,-1,-1,-1,38,38,30,20,33,44,-1,-1
'233901,26,20,-1,-1,83,67,.,.,32,32,60,60,26,24,32,37,30,30,.,.,18,12,32,27,21,18,19,22,53,56,31,30,40,40,35,24
'233903,.,.,.,.,.,.,.,.,27,33,.,.,40,40,30,40,17,17,.,.,.,.,20,20,-1,-1,-1,-1,33,44,36,36,-1,-1,.,.
'234801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'234902,-1,-1,-1,-1,.,.,.,.,71,55,-1,-1,65,44,68,52,57,43,-1,-1,-1,-1,74,57,46,15,54,15,71,54,71,54,74,58,-1,-1
'234903,40,80,-1,-1,.,.,.,.,55,64,-1,-1,50,65,53,71,44,78,.,.,40,80,58,58,44,56,43,71,58,60,57,62,52,67,.,.
'234904,50,22,.,.,-1,-1,.,.,44,36,.,.,40,31,47,36,43,19,-1,-1,50,22,41,37,28,14,13,13,44,41,49,39,29,29,-1,-1
'234905,-1,-1,.,.,.,.,.,.,30,49,-1,-1,21,42,24,41,0,22,.,.,-1,-1,35,55,11,11,0,0,42,62,29,45,33,67,-1,-1
'234906,38,10,50,20,-1,-1,.,.,42,30,29,14,38,23,38,33,40,29,-1,-1,35,10,47,27,27,7,26,11,43,32,42,30,44,28,33,25
'234907,6,22,-1,-1,-1,-1,.,.,30,31,0,29,25,28,34,40,23,33,-1,-1,6,22,25,22,8,21,7,21,35,31,29,30,33,37,-1,-1
'234909,.,.,-1,-1,.,.,.,.,43,29,.,.,29,18,38,23,-1,-1,.,.,.,.,47,33,25,6,-1,-1,44,32,44,28,40,30,-1,-1
'235901,23,8,.,.,.,.,.,.,21,15,-1,-1,18,16,17,9,19,13,.,.,23,8,24,18,21,5,25,13,60,20,17,13,38,23,-1,-1
'235902,34,32,24,14,36,45,.,.,36,34,25,21,29,27,37,39,32,29,-1,-1,32,31,36,29,24,19,26,19,53,52,36,33,38,42,45,40
'235904,.,.,.,.,.,.,.,.,62,52,-1,-1,50,50,55,36,83,67,.,.,.,.,70,70,-1,-1,-1,-1,57,50,55,45,70,60,.,.
'236801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'236802,-1,-1,.,.,-1,-1,.,.,52,59,44,67,-1,-1,53,73,-1,-1,.,.,-1,-1,50,43,27,27,-1,-1,53,47,.,.,52,59,.,.
'236901,-1,-1,-1,-1,.,.,.,.,64,55,42,42,56,49,52,55,-1,-1,.,.,-1,-1,75,56,52,43,33,17,69,59,65,58,58,42,-1,-1
'236902,36,22,30,40,-1,-1,.,.,39,32,24,26,33,27,34,32,38,26,-1,-1,34,18,44,32,26,16,31,31,51,41,39,31,40,34,14,14
'237902,28,17,-1,-1,.,.,.,.,23,15,11,7,20,13,24,15,26,18,.,.,28,17,22,15,31,20,14,14,-1,-1,24,18,18,5,.,.
'237904,54,39,54,31,75,63,.,.,53,42,45,25,49,36,53,43,50,40,-1,-1,52,34,53,40,45,29,28,24,59,50,52,43,56,37,38,25
'237905,43,39,-1,-1,.,.,.,.,38,35,24,19,37,35,39,42,42,38,.,.,43,39,37,28,38,34,24,29,27,36,39,36,33,30,-1,-1
'238902,39,35,-1,-1,-1,-1,.,.,46,32,71,29,44,26,42,38,38,29,.,.,14,14,51,27,30,23,48,39,58,37,49,35,39,22,-1,-1
'238904,.,.,.,.,.,.,.,.,7,21,-1,-1,0,17,0,33,14,14,.,.,.,.,13,13,0,0,-1,-1,0,17,14,29,0,14,-1,-1
